NM_016760;protein binding
NM_019653;protein binding
NM_019654;protein binding
NM_019648;protein binding
NM_130447;protein binding
NM_130448;protein binding
NM_011431;protein binding
NM_016757;protein binding
NM_011435;protein binding
NM_011434;protein binding
NM_013595;protein binding
NM_013591;protein binding
NM_019641;protein binding
NM_181277;protein binding
NM_019645;protein binding
NM_011448;protein binding
NM_019635;protein binding
NM_019637;protein binding
NM_019639;protein binding
NM_016747;protein binding
NM_013589;protein binding
NM_011443;protein binding
NM_013587;protein binding
NM_011445;protein binding
NM_013588;protein binding
NM_011447;protein binding
NM_016782;protein binding
NM_175296;protein binding
NM_019632;protein binding
NM_011417;protein binding
NM_011418;protein binding
NM_019626;protein binding
NM_011416;protein binding
NM_016776;protein binding
NM_013556;protein binding
NM_013558;protein binding
NM_013559;protein binding
NM_130457;protein binding
NM_175290;protein binding
NM_011428;protein binding
NM_145356;protein binding
NM_013565;protein binding
NM_013566;protein binding
NM_013563;protein binding
NM_011424;protein binding
NM_145355;protein binding
NM_130456;protein binding
NM_016769;protein binding
NM_016768;protein binding
NM_013568;protein binding
NM_023680;protein binding
NM_013540;protein binding
NM_019690;protein binding
NM_021538;protein binding
NM_016798;protein binding
NM_016799;protein binding
NM_021531;protein binding
NM_021532;protein binding
NM_019685;protein binding
NM_019688;protein binding
NM_013550;protein binding
NM_016795;protein binding
NM_016794;protein binding
NM_019681;protein binding
NM_021546;protein binding
NM_013545;protein binding
NM_016788;protein binding
NM_011401;protein binding
NM_011400;protein binding
NM_013543;protein binding
NM_016786;protein binding
NM_013542;protein binding
NM_011403;protein binding
NM_019679;protein binding
NM_080639;protein binding
NM_021540;protein binding
NM_138315;protein binding
NM_021541;protein binding
NM_019673;protein binding
NM_019670;protein binding
NM_027432;protein binding
NM_182995;protein binding
NM_182997;protein binding
NM_013514;protein binding
NM_013516;protein binding
NM_021551;protein binding
NM_019668;protein binding
NM_019665;protein binding
NM_019664;protein binding
NM_019667;protein binding
NM_019660;protein binding
NM_019663;protein binding
NM_173184;protein binding
NM_013520;protein binding
NM_013526;protein binding
NM_013523;protein binding
NM_019657;protein binding
NM_019658;protein binding
NM_019659;protein binding
NM_009031;protein binding
NM_009030;protein binding
NM_028500;protein binding
NM_177378;protein binding
NM_008776;protein binding
NM_008777;protein binding
NM_008770;protein binding
NM_009035;protein binding
NM_009036;protein binding
NM_021501;protein binding
NM_021500;protein binding
NM_008779;protein binding
NM_177371;protein binding
NM_021504;protein binding
NM_177373;protein binding
NM_021508;protein binding
NM_026389;protein binding
NM_009021;protein binding
NM_018864;protein binding
NM_177364;protein binding
NM_018863;protein binding
NM_177367;protein binding
NM_008787;protein binding
NM_009029;protein binding
NM_008788;protein binding
NM_009028;protein binding
NM_008783;protein binding
NM_009026;protein binding
NM_008781;protein binding
NM_009023;protein binding
NM_021510;protein binding
NM_021517;protein binding
NM_028514;protein binding
NM_018866;protein binding
NM_177361;protein binding
NM_018867;protein binding
NM_028513;protein binding
NM_018873;protein binding
NM_018875;protein binding
NM_009050;protein binding
NM_009052;protein binding
NM_033144;protein binding
NM_018871;protein binding
NM_008791;protein binding
NM_008792;protein binding
NM_009059;protein binding
NM_009058;protein binding
NM_021529;protein binding
NM_152915;protein binding
NM_009040;protein binding
NM_177343;protein binding
NM_018884;protein binding
NM_018883;protein binding
NM_009044;protein binding
NM_177347;protein binding
NM_018880;protein binding
NM_177348;protein binding
NM_009042;protein binding
NM_009047;protein binding
NM_009046;protein binding
NM_009045;protein binding
NM_018800;protein binding
NM_016715;protein binding
NM_016716;protein binding
NM_018802;protein binding
NM_029788;protein binding
NM_016714;protein binding
NM_016712;protein binding
NM_181849;protein binding
NM_181848;protein binding
NM_145365;protein binding
NM_008727;protein binding
NM_008729;protein binding
NM_018809;protein binding
NM_016719;protein binding
NM_008723;protein binding
NM_008726;protein binding
NM_016718;protein binding
NM_008733;protein binding
NM_020491;protein binding
NM_020492;protein binding
NM_009074;protein binding
NM_029793;protein binding
NM_009076;protein binding
NM_029791;protein binding
NM_145370;protein binding
NM_009071;protein binding
NM_145371;protein binding
NM_029797;protein binding
NM_009072;protein binding
NM_009073;protein binding
NM_018812;protein binding
NM_018810;protein binding
NM_145377;protein binding
NM_018816;protein binding
NM_020493;protein binding
NM_020496;protein binding
NM_008738;protein binding
NM_008739;protein binding
NM_016706;protein binding
NM_008737;protein binding
NM_008744;protein binding
NM_008742;protein binding
NM_008741;protein binding
NM_008740;protein binding
NM_009069;protein binding
NM_009067;protein binding
NM_031842;protein binding
NM_009068;protein binding
NM_009065;protein binding
NM_029780;protein binding
NM_009066;protein binding
NM_181853;protein binding
NM_176785;protein binding
NM_018820;protein binding
NM_013599;protein binding
NM_013598;protein binding
NM_018828;protein binding
NM_018822;protein binding
NM_018821;protein binding
NM_009091;protein binding
NM_009090;protein binding
NM_008745;protein binding
NM_008746;protein binding
NM_018829;protein binding
NM_008751;protein binding
NM_008753;protein binding
NM_008752;protein binding
NM_016741;protein binding
NM_032541;protein binding
NM_009099;protein binding
NM_177390;protein binding
NM_016721;protein binding
NM_177396;protein binding
NM_008760;protein binding
NM_009089;protein binding
NM_009087;protein binding
NM_139061;protein binding
NM_009088;protein binding
NM_139063;protein binding
NM_009085;protein binding
NM_009086;protein binding
NM_139064;protein binding
NM_031880;protein binding
NM_177407;protein binding
NM_008700;protein binding
NM_009581;protein binding
NM_009582;protein binding
NM_026306;protein binding
NM_026307;protein binding
NM_031874;protein binding
NM_031877;protein binding
NM_029018;protein binding
NM_029761;protein binding
NM_031869;protein binding
NM_031868;protein binding
NM_008720;protein binding
NM_053011;protein binding
NM_008722;protein binding
NM_053015;protein binding
NM_008716;protein binding
NM_152993;protein binding
NM_022656;protein binding
NM_008713;protein binding
NM_008712;protein binding
NM_008714;protein binding
NM_022657;protein binding
NM_026324;protein binding
NM_026344;protein binding
NM_026343;protein binding
NM_029048;protein binding
NM_008705;protein binding
NM_008704;protein binding
NM_008702;protein binding
NM_026334;protein binding
NM_008709;protein binding
NM_009103;protein binding
NM_009104;protein binding
NM_009105;protein binding
NM_175300;protein binding
NM_175303;protein binding
NM_175305;protein binding
NM_009537;protein binding
NM_009538;protein binding
NM_009539;protein binding
NM_175306;protein binding
NM_175308;protein binding
NM_026346;protein binding
NM_009541;protein binding
NM_009543;protein binding
NM_177450;protein binding
NM_009545;protein binding
NM_009547;protein binding
NM_178060;protein binding
NM_009546;protein binding
NM_009117;protein binding
NM_009548;protein binding
NM_026366;protein binding
NM_029068;protein binding
NM_178076;protein binding
NM_029705;protein binding
NM_018888;protein binding
NM_009109;protein binding
NM_009108;protein binding
NM_033217;protein binding
NM_009129;protein binding
NM_009123;protein binding
NM_029094;protein binding
NM_009124;protein binding
NM_009125;protein binding
NM_026374;protein binding
NM_009559;protein binding
NM_147030;protein binding
NM_009569;protein binding
NM_178045;protein binding
NM_009565;protein binding
NM_026369;protein binding
NM_009139;protein binding
NM_009137;protein binding
NM_009138;protein binding
NM_009133;protein binding
NM_053069;protein binding
NM_009134;protein binding
NM_009131;protein binding
NM_026388;protein binding
NM_009132;protein binding
NM_026386;protein binding
NM_009578;protein binding
NM_009574;protein binding
NM_009573;protein binding
NM_053073;protein binding
NM_053074;protein binding
NM_013626;protein binding
NM_013627;protein binding
NM_023764;protein binding
NM_133235;protein binding
NM_009502;protein binding
NM_009503;protein binding
NM_009500;protein binding
NM_133236;protein binding
NM_013625;protein binding
NM_178928;protein binding
NM_175340;protein binding
NM_178929;protein binding
NM_178923;protein binding
NM_133229;protein binding
NM_013610;protein binding
NM_009510;protein binding
NM_133223;protein binding
NM_133226;protein binding
NM_013613;protein binding
NM_013611;protein binding
NM_009505;protein binding
NM_025273;protein binding
NM_009504;protein binding
NM_009507;protein binding
NM_009506;protein binding
NM_025271;protein binding
NM_178028;protein binding
NM_009509;protein binding
NM_198305;protein binding
NM_178912;protein binding
NM_013609;protein binding
NM_153198;protein binding
NM_013607;protein binding
NM_009524;protein binding
NM_013600;protein binding
NM_013601;protein binding
NM_011385;protein binding
NM_009522;protein binding
NM_011386;protein binding
NM_009523;protein binding
NM_025279;protein binding
NM_133255;protein binding
NM_025285;protein binding
NM_025287;protein binding
NM_009519;protein binding
NM_009518;protein binding
NM_025282;protein binding
NM_025283;protein binding
NM_009515;protein binding
NM_138305;protein binding
NM_133248;protein binding
NM_133247;protein binding
NM_009535;protein binding
NM_011376;protein binding
NM_009536;protein binding
NM_011377;protein binding
NM_133249;protein binding
NM_011378;protein binding
NM_011379;protein binding
NM_133245;protein binding
NM_178005;protein binding
NM_011380;protein binding
NM_025297;protein binding
NM_009526;protein binding
NM_025292;protein binding
NM_011384;protein binding
NM_178930;protein binding
NM_009528;protein binding
NM_175334;protein binding
NM_025291;protein binding
NM_138313;protein binding
NM_178939;protein binding
NM_138310;protein binding
NM_011369;protein binding
NM_011368;protein binding
NM_011367;protein binding
NM_170758;protein binding
NM_011366;protein binding
NM_023729;protein binding
NM_011365;protein binding
NM_011364;protein binding
NM_011363;protein binding
NM_153178;protein binding
NM_199470;protein binding
NM_153179;protein binding
NM_027480;protein binding
NM_080595;protein binding
NM_017370;protein binding
NM_199465;protein binding
NM_017376;protein binding
NM_011370;protein binding
NM_027485;protein binding
NM_017373;protein binding
NM_017374;protein binding
NM_011356;protein binding
NM_011358;protein binding
NM_023719;protein binding
NM_011355;protein binding
NM_021498;protein binding
NM_021494;protein binding
NM_021495;protein binding
NM_153171;protein binding
NM_011360;protein binding
NM_011361;protein binding
NM_027493;protein binding
NM_011343;protein binding
NM_023746;protein binding
NM_011346;protein binding
NM_133210;protein binding
NM_011345;protein binding
NM_023743;protein binding
NM_153157;protein binding
NM_153153;protein binding
NM_023741;protein binding
NM_153154;protein binding
NM_153163;protein binding
NM_175367;protein binding
NM_199448;protein binding
NM_017393;protein binding
NM_175362;protein binding
NM_199446;protein binding
NM_133220;protein binding
NM_017394;protein binding
NM_199449;protein binding
NM_017397;protein binding
NM_011350;protein binding
NM_017398;protein binding
NM_011330;protein binding
NM_023739;protein binding
NM_133205;protein binding
NM_011333;protein binding
NM_011332;protein binding
NM_011335;protein binding
NM_133201;protein binding
NM_011336;protein binding
NM_133202;protein binding
NM_011339;protein binding
NM_011338;protein binding
NM_153143;protein binding
NM_153144;protein binding
NM_080562;protein binding
NM_017380;protein binding
NM_175375;protein binding
NM_080560;protein binding
NM_017383;protein binding
NM_027355;protein binding
NM_016660;protein binding
NM_013681;protein binding
NM_016661;protein binding
NM_013680;protein binding
NM_145471;protein binding
NM_016662;protein binding
NM_027352;protein binding
NM_016663;protein binding
NM_013683;protein binding
NM_013673;protein binding
NM_011532;protein binding
NM_013675;protein binding
NM_016659;protein binding
NM_011530;protein binding
NM_144900;protein binding
NM_019508;protein binding
NM_019506;protein binding
NM_011536;protein binding
NM_011537;protein binding
NM_019500;protein binding
NM_021492;protein binding
NM_175168;protein binding
NM_013690;protein binding
NM_013693;protein binding
NM_013691;protein binding
NM_011543;protein binding
NM_013686;protein binding
NM_013687;protein binding
NM_011544;protein binding
NM_013684;protein binding
NM_011545;protein binding
NM_011546;protein binding
NM_013685;protein binding
NM_011540;protein binding
NM_145479;protein binding
NM_011541;protein binding
NM_027338;protein binding
NM_013689;protein binding
NM_011542;protein binding
NM_021488;protein binding
NM_011548;protein binding
NM_021483;protein binding
NM_011549;protein binding
NM_175174;protein binding
NM_019535;protein binding
NM_011560;protein binding
NM_027326;protein binding
NM_021459;protein binding
NM_011551;protein binding
NM_145442;protein binding
NM_013697;protein binding
NM_013698;protein binding
NM_145445;protein binding
NM_021451;protein binding
NM_021450;protein binding
NM_021457;protein binding
NM_021455;protein binding
NM_021454;protein binding
NM_173048;protein binding
NM_080795;protein binding
NM_021470;protein binding
NM_175189;protein binding
NM_027321;protein binding
NM_011570;protein binding
NM_011561;protein binding
NM_011562;protein binding
NM_021469;protein binding
NM_011563;protein binding
NM_011564;protein binding
NM_145458;protein binding
NM_148413;protein binding
NM_019515;protein binding
NM_021464;protein binding
NM_021466;protein binding
NM_019519;protein binding
NM_019518;protein binding
NM_176832;protein binding
NM_176834;protein binding
NM_023580;protein binding
NM_019550;protein binding
NM_145429;protein binding
NM_013639;protein binding
NM_021433;protein binding
NM_080728;protein binding
NM_080729;protein binding
NM_023579;protein binding
NM_013630;protein binding
NM_016698;protein binding
NM_145420;protein binding
NM_013634;protein binding
NM_021438;protein binding
NM_013633;protein binding
NM_013636;protein binding
NM_145427;protein binding
NM_016693;protein binding
NM_016697;protein binding
NM_025991;protein binding
NM_016696;protein binding
NM_176842;protein binding
NM_016695;protein binding
NM_016694;protein binding
NM_176847;protein binding
NM_176848;protein binding
NM_013649;protein binding
NM_144933;protein binding
NM_023585;protein binding
NM_144939;protein binding
NM_011504;protein binding
NM_011503;protein binding
NM_021441;protein binding
NM_011505;protein binding
NM_011500;protein binding
NM_011502;protein binding
NM_016687;protein binding
NM_011501;protein binding
NM_021447;protein binding
NM_021448;protein binding
NM_013646;protein binding
NM_145435;protein binding
NM_008692;protein binding
NM_013660;protein binding
NM_008690;protein binding
NM_016685;protein binding
NM_016682;protein binding
NM_017400;protein binding
NM_010919;protein binding
NM_019574;protein binding
NM_008697;protein binding
NM_019572;protein binding
NM_019579;protein binding
NM_008695;protein binding
NM_011516;protein binding
NM_007905;protein binding
NM_011515;protein binding
NM_019569;protein binding
NM_011514;protein binding
NM_010910;protein binding
NM_010915;protein binding
NM_011519;protein binding
NM_010913;protein binding
NM_007900;protein binding
NM_011518;protein binding
NM_021411;protein binding
NM_144925;protein binding
NM_013655;protein binding
NM_025999;protein binding
NM_013652;protein binding
NM_016676;protein binding
NM_016677;protein binding
NM_025994;protein binding
NM_025995;protein binding
NM_007909;protein binding
NM_013654;protein binding
NM_145401;protein binding
NM_013653;protein binding
NM_021419;protein binding
NM_016679;protein binding
NM_007908;protein binding
NM_016675;protein binding
NM_016674;protein binding
NM_016673;protein binding
NM_016670;protein binding
NM_032610;protein binding
NM_010909;protein binding
NM_019564;protein binding
NM_144919;protein binding
NM_010900;protein binding
NM_021420;protein binding
NM_011527;protein binding
NM_023565;protein binding
NM_010903;protein binding
NM_021422;protein binding
NM_011529;protein binding
NM_021423;protein binding
NM_144912;protein binding
NM_021424;protein binding
NM_013669;protein binding
NM_013668;protein binding
NM_017405;protein binding
NM_011520;protein binding
NM_017402;protein binding
NM_021429;protein binding
NM_016667;protein binding
NM_011522;protein binding
NM_013664;protein binding
NM_011521;protein binding
NM_017406;protein binding
NM_011523;protein binding
NM_008677;protein binding
NM_008678;protein binding
NM_009170;protein binding
NM_009172;protein binding
NM_033268;protein binding
NM_009173;protein binding
NM_007917;protein binding
NM_007918;protein binding
NM_021408;protein binding
NM_152229;protein binding
NM_177472;protein binding
NM_007911;protein binding
NM_008679;protein binding
NM_007916;protein binding
NM_008684;protein binding
NM_009168;protein binding
NM_008685;protein binding
NM_009167;protein binding
NM_009166;protein binding
NM_008683;protein binding
NM_019588;protein binding
NM_019585;protein binding
NM_008689;protein binding
NM_008686;protein binding
NM_019583;protein binding
NM_009161;protein binding
NM_177466;protein binding
NM_019580;protein binding
NM_009164;protein binding
NM_026298;protein binding
NM_009162;protein binding
NM_007949;protein binding
NM_053092;protein binding
NM_007944;protein binding
NM_007945;protein binding
NM_007943;protein binding
