ENSEMBL_GENE_ID	AJ0d	AJ8w
ENSMUSG00000000001	4.2798102086929	4.3612736166748
ENSMUSG00000000028	0.72086139089384	0.71321894769188
ENSMUSG00000000031	0.71051654751685	3.4341798822647
ENSMUSG00000000037	0.019351152272887	0.015161014549438
ENSMUSG00000000049	10.978839265884	10.112660989937
ENSMUSG00000000056	3.4025924483587	2.6494351090956
ENSMUSG00000000058	1.4510638106941	1.7316549353086
ENSMUSG00000000078	2.032892693819	4.0533331437137
ENSMUSG00000000085	2.4464013288013	2.6778862785047
ENSMUSG00000000088	6.7834003916273	6.9520131663528
ENSMUSG00000000093	1.5381032358927	1.3096930527577
ENSMUSG00000000094	0.012802804223349	0.0066869482701091
ENSMUSG00000000120	2.7706557247616	2.1479352309303
ENSMUSG00000000126	0.22987270722033	0.14131013983601
ENSMUSG00000000127	1.5374533565062	1.4333258213258
ENSMUSG00000000131	4.0272278584718	4.0896682507998
ENSMUSG00000000134	3.7555431412795	4.4532633426765
ENSMUSG00000000142	1.2555678054104	1.4093018565425
ENSMUSG00000000148	2.6886037288115	2.5639824480888
ENSMUSG00000000149	5.7539689878918	5.4586211005033
ENSMUSG00000000154	6.5001582005133	7.0314296706281
ENSMUSG00000000159	3.0422454184086	3.1763710742047
ENSMUSG00000000167	0.33889750219601	0.53337922948028
ENSMUSG00000000168	3.8099655679445	3.5996790979267
ENSMUSG00000000171	6.9222747665068	7.1029853354857
ENSMUSG00000000184	1.7461477594502	2.3295218093076
ENSMUSG00000000194	2.6636281512172	2.4976800890335
ENSMUSG00000000197	0.029957485142437	0.0086859803485696
ENSMUSG00000000202	0.043099093201653	0.083326582430757
ENSMUSG00000000204	0.048193225821717	0.32077248068776
ENSMUSG00000000223	0.21681992634653	0.042801810628614
ENSMUSG00000000244	0.24002355811696	0.78744470455497
ENSMUSG00000000247	1.6624475319284	1.3689059806426
ENSMUSG00000000253	1.6662288263388	1.0307657484476
ENSMUSG00000000266	1.3507784556508	1.5837834135305
ENSMUSG00000000275	3.3476884478242	3.7988717991682
ENSMUSG00000000276	0.31833944753426	0.40901195183144
ENSMUSG00000000278	5.0898239748972	5.5549066910029
ENSMUSG00000000282	2.4063809803511	2.8658263825661
ENSMUSG00000000290	1.7794288941653	3.644373670863
ENSMUSG00000000295	0.27160027258374	1.1510858531741
ENSMUSG00000000296	2.4977960197785	1.607590112116
ENSMUSG00000000301	8.9537020495887	8.1262111348182
ENSMUSG00000000303	2.5470668772185	4.9711243919609
ENSMUSG00000000305	0.45195411596103	0.10425502072591
ENSMUSG00000000308	0.75131401473813	0.2500778595354
ENSMUSG00000000317	0.66740122947035	0.40594173428729
ENSMUSG00000000318	0.34057527393093	0.66468218237721
ENSMUSG00000000320	0.55667587981152	0.32686130748847
ENSMUSG00000000325	2.3253842058529	1.7888879875406
